variable_nombre,variable_valor,status
1.1567,1.1566,1.0
1.1367,1.0646,1.0
1.1603,1.1603,1.0
1.15919,1.18486,1.0
1.1644,1.1642,1.0
1.1644,1.1642,1.0
"1,155.30",1155.75,1.0
"1,157.09",1151.70,1.0
